1.10991,11.0102,-1.26777
0.792116,11.4385,-1.25707
-1.07505,31.7438,0.137735
0.312365,11.8963,-1.2412
-0.11037,12.2075,-1.19808
0.439329,11.1378,-1.55364
-0.717571,14.8751,-1.32465
-1.06206,12.645,-1.09925
-0.3476,9.43674,-1.17161
-0.702927,10.0734,-1.20411
1.50152,14.778,-0.701351
1.52866,13.2682,-1.08232
1.0337,12.8874,-0.966921
0.931774,32.9278,-1.43043
-0.298419,31.9123,-1.20295
3.6721,35.683,0.554993
2.25062,34.2667,0.751185
4.35288,37.3062,-0.736337
2.75187,34.8331,-0.484667
0.950925,32.8972,0.903859
-0.278265,31.7819,1.06886
1.43557,33.9337,-0.277517
0.149818,32.1624,-0.0410421
0.779024,5.20739,-2.13111
0.536525,5.53264,-2.21223
-0.658803,10.3389,-2.05612
-1.27674,11.0684,-2.10596
0.161003,5.65692,-2.1933
-0.134381,5.7639,-2.18053
0.24101,4.80549,-2.15526
-0.00309633,4.98038,-2.1903
-0.541608,5.94948,-2.19064
-0.864913,6.03741,-2.15807
-0.368171,5.06241,-2.16705
-0.644553,5.21665,-2.17188
1.07053,7.20819,-2.09219
0.725386,7.63267,-2.15535
1.06079,6.14514,-2.14975
0.757994,6.45798,-2.19563
0.22887,7.84368,-2.17308
-0.184717,8.236,-2.16162
0.339003,6.57473,-2.15628
-0.00884717,6.79794,-2.17276
-0.716938,8.39877,-2.12949
-1.22486,8.8342,-2.15348
-0.461259,6.98284,-2.16356
-0.860244,7.22495,-2.17307
1.47118,10.0937,-1.81706
0.973075,10.5862,-1.82453
1.50513,8.88362,-2.08929
1.08646,9.46922,-2.15462
0.332665,10.7861,-1.77848
-0.206497,9.66567,-1.47709
0.512671,9.7625,-2.12844
-0.00650639,10.3946,-2.17029
1.1431,10.9928,-1.26592
0.825948,11.4062,-1.25328
-0.977929,31.8392,0.137535
-0.882555,13.114,0.248233
0.346699,11.7959,-1.22918
-0.0718894,12.2,-1.19719
0.473517,11.1166,-1.55052
-0.671323,14.8913,-1.32609
-1.0079,12.474,-1.08136
-0.315679,9.36857,-1.16158
-0.826183,12.3082,-1.51455
1.57396,13.2929,-1.08518
1.07474,12.8899,-0.96745
1.03835,33.0202,-1.43517
-0.198801,32.0094,-1.2072
0.11693,14.1252,-0.915358
-0.412896,13.0459,-0.75542
-0.875714,13.2341,-0.697268
3.7857,35.6848,0.555124
2.3657,34.3669,0.75289
4.57216,38.1393,-0.757715
1.05776,32.9975,0.906048
-0.178835,31.8531,1.07076
1.53409,33.751,-0.274983
0.251619,32.2536,-0.0417473
0.797087,5.21578,-2.13578
0.555568,5.54921,-2.2199
-0.628412,10.3761,-2.06354
-1.24827,11.127,-2.11696
0.178395,5.64523,-2.18876
-0.116639,5.78293,-2.18794
0.259156,4.8553,-2.17906
0.012419,5.00032,-2.1995
-0.522486,5.94565,-2.18851
-0.847799,6.05313,-2.16297
-0.353664,5.08542,-2.17687
-0.630026,5.23327,-2.17827
1.09239,7.19909,-2.09043
0.750442,7.64169,-2.15872
1.07978,6.13985,-2.14904
0.778152,6.45546,-2.1956
0.253538,7.83909,-2.17196
-0.158502,8.22121,-2.15738
0.0126003,6.79792,-2.17275
-0.688458,8.3741,-2.1223
-1.19313,8.80927,-2.14609
-0.438523,6.971,-2.15924
-0.836681,7.22011,-2.17069
1.49635,10.0462,-1.80883
1.01211,10.6457,-1.83605
1.52981,8.8597,-2.08452
1.11727,9.47534,-2.15692
0.366775,10.7909,-1.77951
-0.176469,9.68015,-1.47939
0.54461,9.78024,-2.13291
0.0261414,10.4043,-2.17242
1.17683,10.9812,-1.26487
0.8635,11.4272,-1.25629
-0.879469,31.9062,0.137396
-0.829536,12.9393,0.247672
0.385219,11.8343,-1.23397
-0.0343078,12.3672,-1.21629
0.50625,11.0676,-1.54307
0.129931,11.6282,-1.56477
-0.6249,14.9054,-1.32732
-0.834415,13.0184,-1.61292
1.00849,13.8798,-0.561398
1.62041,13.3253,-1.0888
1.11915,12.932,-0.971574
1.14558,33.1143,-1.44001
-0.0979935,31.9564,-1.20484
-1.29234,31.526,-0.986636
-0.961097,12.5366,-0.195579
-0.362,12.6783,-0.728378
