8.88112,-2.8163,-0.034585
15.0881,-4.37498,-0.11349
16.4128,-3.86605,0.556796
11.8778,-2.29623,0.530106
15.5008,-3.8559,-0.029848
15.7547,-3.32544,0.0741396
5.30138,-1.81083,-2.30376
5.52226,-1.57981,-2.32252
10.028,-1.32542,-2.01579
10.1112,-0.814374,-1.91523
5.77232,-1.22594,-2.30741
5.98327,-0.949782,-2.30174
4.92996,-1.12325,-2.2806
5.09712,-0.90509,-2.30614
6.21312,-0.571333,-2.30395
6.37245,-0.258685,-2.26369
5.27343,-0.55074,-2.2772
5.50119,-0.300331,-2.28995
7.10144,-2.47026,-2.17773
7.74103,-2.26817,-2.29244
6.14331,-2.28339,-2.2895
6.46981,-2.03418,-2.32715
8.14102,-1.81337,-2.32252
8.43575,-1.43861,-2.26229
6.78712,-1.63575,-2.30053
7.07177,-1.3225,-2.3136
8.54099,-0.911303,-2.18285
8.88986,-0.483701,-2.15604
7.38329,-0.904778,-2.31585
7.6713,-0.535609,-2.31237
10.6697,-3.81516,-2.05056
10.6019,-3.1517,-1.91853
8.00562,-2.99529,-1.98974
8.36303,-2.6571,-1.99384
10.7927,-2.50336,-1.8413
11.1233,-1.97391,-1.75871
9.55721,-2.40305,-2.15501
9.83306,-1.9372,-2.10077
8.74017,-2.66389,-1.02223
9.42676,-2.58388,-1.05383
15.7442,-2.71735,0.163762
12.0941,-1.59876,0.238621
12.1264,-2.81658,-1.31672
12.4241,-2.42986,-1.25855
11.5359,-2.83079,-1.67854
11.5379,-2.41503,-1.60165
12.347,-1.90931,-1.086
12.3597,-1.46811,-1.0831
9.20415,-1.47835,-1.15859
11.5232,-1.51619,-1.42572
9.26399,-2.50592,-0.331425
8.95205,-2.87191,-0.71156
8.79013,-2.49565,-0.632483
14.0489,-3.31352,-0.521507
14.4049,-2.86278,-0.452369
13.153,-3.26077,-0.950416
13.3253,-2.82024,-0.884013
14.6057,-2.30411,-0.362365
14.7667,-1.80447,-0.276983
13.2329,-2.24849,-0.789353
12.3595,-1.65316,-0.651973
8.93917,-2.73478,0.292987
16.6881,-4.67099,0.474055
9.43383,-3.04035,-0.0497474
8.74353,-2.48566,0.0198402
16.3459,-3.90382,0.555649
16.9813,-3.41852,0.66952
9.04231,-2.17516,0.0678669
15.7066,-3.36647,0.0744538
5.31555,-1.83546,-2.31314
